날짜,Open,High,Low,Close,Volume
2023-12-26,123900,123900,120900,121900,53783
2023-12-27,122000,125500,121900,125500,74655
2023-12-28,126300,130700,125000,129000,128088
2024-01-02,128200,128500,125900,127000,84390
2024-01-03,125500,125600,121400,121500,134968
2024-01-04,120600,122700,120100,120900,94450
2024-01-05,121000,122000,120100,121000,47881
2024-01-08,121000,125700,121000,124500,111008
2024-01-09,125700,126700,122000,122500,61331
2024-01-10,122900,123700,121000,122100,63397
2024-01-11,122700,123600,118500,118500,119193
2024-01-12,119000,120500,118200,119000,40519
2024-01-15,119000,121400,118500,121200,78942
2024-01-16,120400,121000,118600,118900,42873
2024-01-17,119000,119000,113700,113900,100572
2024-01-18,114400,117400,114200,115200,91596
2024-01-19,115800,120000,115800,120000,75060
2024-01-22,120800,121000,118500,119000,62378
2024-01-23,122700,124400,117300,119000,127263
2024-01-24,118500,118900,115600,117400,62958
2024-01-25,117800,120500,116500,119900,66706
2024-01-26,120600,123300,119800,119900,60581
2024-01-29,120000,121400,118300,118300,54566
2024-01-30,119200,120100,114000,115200,110102
2024-01-31,114100,116100,113500,114100,107872
2024-02-01,114300,114400,111200,112800,205257
2024-02-02,113300,115000,112400,113900,127331
2024-02-05,115000,120700,113100,117500,150928
2024-02-06,117500,118200,115000,115300,68705
2024-02-07,115400,117300,113100,113600,122017
2024-02-08,114000,114900,112000,112000,141640
2024-02-13,112100,113000,108800,110400,216576
2024-02-14,108600,110300,107900,109600,130175
2024-02-15,110700,113100,109500,110000,116901
2024-02-16,111200,112500,110000,110400,94027
2024-02-19,110000,111300,108600,110900,92086
2024-02-20,110400,111000,109500,109600,65722
2024-02-21,110600,112400,109800,111700,102555
2024-02-22,112800,112800,110600,110800,40008
2024-02-23,111000,112500,110300,111400,50852
2024-02-26,110500,111400,109200,109700,107007
2024-02-27,110400,115500,108800,114900,244823
2024-02-28,115100,121100,113800,119500,261080
2024-02-29,119800,121000,117400,117900,125317
2024-03-04,118900,119700,113000,113600,178233
2024-03-05,113300,116000,111600,112300,123692
2024-03-06,111500,112700,110700,111500,101377
2024-03-07,111900,112500,110600,111600,72380
2024-03-08,112300,112800,110200,110900,83688
2024-03-11,110700,115900,110200,113200,129656
2024-03-12,114000,114000,111000,112600,111187
2024-03-13,113300,113400,110400,111100,100800
2024-03-14,111700,122900,111700,119800,514657
2024-03-15,121000,124000,117100,117100,251925
2024-03-18,120000,125300,119500,123100,361761
2024-03-19,123500,124500,120600,122300,135415
2024-03-20,122800,127800,122800,125800,172740
2024-03-21,126600,126600,123900,126100,164895
2024-03-22,125000,126500,123900,125100,112470
2024-03-25,125600,126000,123300,124700,113953
2024-03-26,126700,126700,122300,122300,112104
2024-03-27,120600,121600,118000,119400,189217
2024-03-28,119400,122200,118000,118700,119217
2024-03-29,121500,122500,117400,118000,163448
2024-04-01,119000,122000,115900,121300,126161
2024-04-02,120500,125400,118800,124900,196046
2024-04-03,124000,125900,122100,122700,134514
2024-04-04,122700,123500,119800,121700,130736
2024-04-05,120100,123900,119200,122100,72585
2024-04-08,121600,121600,118000,118500,102944
2024-04-09,118500,121100,116700,117200,171743
2024-04-11,115600,117100,113400,114500,153613
2024-04-12,114800,118700,112900,117900,144841
2024-04-15,117400,119500,116000,118300,79090
2024-04-16,116900,118100,110800,112000,192752
2024-04-17,112800,114100,111200,111300,138965
2024-04-18,112900,123600,112500,120300,408383
2024-04-19,120400,123700,117500,123400,272435
2024-04-22,124800,125900,121400,122600,162296
2024-04-23,123800,129200,122700,127200,383255
2024-04-24,128400,133700,127800,130200,458832
2024-04-25,130000,132800,125700,128000,273570
2024-04-26,130000,140600,129700,139500,677728
2024-04-29,140400,140900,137300,140800,262260
2024-04-30,139300,141800,136800,137700,152022
2024-05-02,137000,139400,135300,136200,96389
2024-05-03,136500,137000,133500,133600,122129
2024-05-07,134700,140000,133100,140000,213717
2024-05-08,139400,141200,135600,137400,181533
2024-05-09,137600,138800,134300,135500,223027
2024-05-10,137000,137800,135000,136300,87286
2024-05-13,138400,146000,137200,143500,358025
2024-05-14,143800,144800,140200,142300,154449
2024-05-16,143700,143700,138800,140500,166809
2024-05-17,131100,133200,129100,130200,3652485
2024-05-20,131300,131500,127200,128100,452194
2024-05-21,127800,132000,126800,130800,589305
2024-05-22,131400,131500,128400,129100,246510
2024-05-23,129100,133200,128400,132800,330274
2024-05-24,131200,135100,130600,134000,246113
2024-05-27,134400,134700,129900,133000,261871
2024-05-28,133000,134800,131600,133400,129617
2024-05-29,132200,133000,130900,132000,115538
2024-05-30,131000,133300,130100,132100,133264
2024-05-31,133800,133900,128000,128700,231036
2024-06-03,129000,134700,127400,131800,238181
2024-06-04,131100,132000,129000,129500,122848
2024-06-05,128800,129800,127600,128300,124102
2024-06-07,128200,130200,128200,129600,123840
2024-06-10,128400,130100,127500,129400,107375
2024-06-11,130500,131900,128800,129700,160170
2024-06-12,128800,130100,125900,130000,200350
2024-06-13,129900,132300,128100,130400,341110
2024-06-14,130400,135000,129100,132600,230612
2024-06-17,132600,135500,130900,134500,142608
2024-06-18,135000,136400,133000,133600,126175
2024-06-19,133900,139400,133600,138800,344258
2024-06-20,140500,142900,139000,141900,255055
2024-06-21,143000,152600,142700,146300,709700
2024-06-24,144900,152000,143300,152000,463511
2024-06-25,152000,154900,148300,149900,327393
2024-06-26,149900,152400,148300,152400,209048
2024-06-27,150900,156900,150000,156400,311020
2024-06-28,156600,158500,154000,155700,205119
2024-07-01,156500,158400,152700,155100,173102
2024-07-02,154500,155100,150100,153300,192956
