symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
005930,KR,삼성전자,"[79.33, 60.54, 72.44]","[10857.077, 9849.9617, 10312.7636]","[10427.796, 10312.2292, 10312.3361]","[676550396.0, 641321934.0, 681070303.0]","[703161659.0, 704897011.0, 707024013.0]","[668001808.0, 664318445.0, 660130437.0, 651811842.0]",991539351935000.0,4544787844030.0,5900767385000.0,0.00595111769743136,34.78,4816.0,2026-02-03,2,2,Information Technology,상승(+18.23%) TIGER 200 IT,"[149490.0, 148060.0, 147445.0]","[125522.0, 124184.0, 123106.0]","[85288.5, 84716.0, 84231.5]",1,"[167500, 150400, 160500]",167500.0
028260,KR,삼성물산,"[71.6, 59.44, 71.4]","[14293.303, 12953.967, 13671.536]","[14159.0918, 13918.0668, 13868.7607]","[9945235.0, 9593114.0, 9990571.0]","[9764716.0, 9739818.0, 9722721.0]","[9024709.0, 8870129.0, 8712711.0, 8513628.0]",53542611360000.0,123617099775.0,110918115000.0,0.002071585830101358,25.76,12227.0,2026-02-03,1,1,Industrials,상승(+25.25%) KODEX 산업재,"[289975.0, 287225.0, 285400.0]","[260410.0, 258590.0, 257030.0]","[192805.5, 191772.0, 190874.0]",1,"[315000, 291000, 301500]",315000.0
086790,KR,하나금융지주,"[56.39, 62.94, 72.52]","[2400.0999, 2460.7044, 3030.5717]","[2006.2314, 2097.126, 2283.8152]","[23980354.0, 22965141.0, 21526517.0]","[22137016.0, 21675064.0, 21412011.0]","[20208328.0, 19904471.0, 19613634.0, 19364941.0]",30671504702800.0,77607361490.0,111876472600.0,0.003647570397476678,7.98,13804.0,2026-02-03,2,2,Financials,상승(+9.76%) TIGER 200 금융,"[98965.0, 98200.0, 97740.0]","[95572.0, 95206.0, 94992.0]","[84799.0, 84509.0, 84262.5]",1,"[110200, 103300, 100100]",110200.0
006800,KR,미래에셋증권,"[81.86, 71.6, 81.0]","[3710.9673, 3867.8791, 4736.4808]","[2685.1135, 2921.6666, 3284.6295]","[253380924.0, 234332134.0, 240686038.0]","[218778224.0, 210815820.0, 205414874.0]","[195319955.0, 191530056.0, 187820145.0, 183564225.0]",28325932413300.0,289716690697.5,951487060500.0,0.033590670436438805,28.66,1743.0,2026-02-03,2,1,Financials,상승(+9.76%) TIGER 200 금융,"[33242.5, 32180.0, 31452.5]","[26796.0, 26242.0, 25884.0]","[20885.95, 20678.7, 20521.85]",1,"[49950, 40050, 42750]",49950.0
086520,KR,에코프로,"[77.57, 77.57, 79.43]","[16245.4737, 17510.4584, 18884.3302]","[8041.2614, 9935.1008, 11724.9467]","[125722526.0, 121723893.0, 121723893.0]","[104742944.0, 97789315.0, 91467850.0]","[80097875.0, 76790043.0, 73588433.0, 70296166.0]",23054790609600.0,681516264550.0,678967883400.0,0.029450186509925542,0.0,-148.0,2026-02-03,2,2,Materials,상승(+0.64%) KODEX 소재산업,"[117400.0, 113570.0, 109940.0]","[104622.0, 102888.0, 101224.0]","[67323.0, 66713.0, 66148.75]",0,"[169800, 162500, 162500]",169800.0
316140,KR,우리금융지주,"[66.71, 64.59, 72.19]","[704.9966, 703.7515, 790.4826]","[489.9822, 532.736, 584.2854]","[112853497.0, 111102038.0, 113854874.0]","[113785492.0, 113434634.0, 113050114.0]","[110123587.0, 109854723.0, 109593242.0, 109271839.0]",22976588816000.0,53695945162.5,54820666700.0,0.0023859358383880305,7.21,4341.0,2026-02-03,2,3,Financials,상승(+9.76%) TIGER 200 금융,"[28880.0, 28730.0, 28620.0]","[28117.0, 28012.0, 27932.0]","[24315.2, 24235.55, 24162.5]",1,"[31300, 30100, 30250]",31300.0
009150,KR,삼성전기,"[55.34, 58.5, 71.71]","[4852.7676, 4837.3257, 6724.517]","[6380.726, 6072.0459, 6202.5401]","[22051165.0, 20696652.0, 19220418.0]","[19967095.0, 19654404.0, 19556860.0]","[19655387.0, 19479033.0, 19402484.0, 19399746.0]",22968311520000.0,212084461650.0,416512747500.0,0.018134234514248698,34.5,8913.0,2026-02-03,2,1,Information Technology,상승(+18.23%) TIGER 200 IT,"[281350.0, 279375.0, 278725.0]","[266610.0, 264830.0, 263470.0]","[186961.5, 185971.5, 185120.5]",1,"[307500, 283000, 279000]",307500.0
272210,KR,한화시스템,"[73.88, 71.03, 84.35]","[8690.5178, 8439.7532, 10269.043]","[8956.697, 8853.3082, 9136.4552]","[396598468.0, 382426509.0, 388017860.0]","[383958971.0, 382300788.0, 382458907.0]","[380728518.0, 378312744.0, 376506420.0, 374358548.0]",22575866985500.0,473462530870.0,1693549100500.0,0.07501590532880667,37.92,3151.0,2026-02-03,3,2,Industrials,상승(+25.25%) KODEX 산업재,"[87565.0, 84605.0, 82860.0]","[65502.0, 64122.0, 63268.0]","[55614.25, 55173.5, 54870.5]",1,"[119500, 92900, 94200]",119500.0
138040,KR,메리츠금융지주,"[68.38, 69.51, 72.4]","[840.7008, 1413.7808, 2022.1622]","[-361.9599, -6.8117, 398.9831]","[-3338207.0, -3605933.0, -4250466.0]","[-4964797.0, -5308150.0, -5600452.0]","[-5704057.0, -5828559.0, -5950385.0, -6019537.0]",20956524050800.0,34883339955.0,32020029600.0,0.0015279265551091073,9.5,12589.0,2026-02-03,2,0,Financials,상승(+9.76%) TIGER 200 금융,"[108075.0, 107510.0, 107050.0]","[108992.0, 108802.0, 108628.0]","[114384.5, 114325.5, 114293.5]",1,"[119600, 117400, 116600]",119600.0
033780,KR,KT&G,"[67.84, 68.78, 72.07]","[1130.9784, 1774.03, 2496.9448]","[463.741, 725.7988, 1080.028]","[4535513.0, 4280296.0, 3701462.0]","[3139739.0, 2926147.0, 2770137.0]","[2947851.0, 2877459.0, 2805353.0, 2751875.0]",18604916916500.0,53284139525.0,40247720900.0,0.002163284097458442,17.04,9254.0,2026-02-03,3,0,Consumer Staples,상승(+6.95%) KODEX 필수소비재,"[145505.0, 144750.0, 144105.0]","[144396.0, 144078.0, 143880.0]","[133651.0, 133372.0, 133118.0]",1,"[157700, 154700, 153900]",157700.0
017670,KR,SK텔레콤,"[86.9, 72.35, 77.68]","[4218.7272, 4279.0924, 4636.5968]","[2709.655, 3023.5425, 3346.1534]","[20795394.0, 19223587.0, 20939242.0]","[16877202.0, 15826529.0, 15120371.0]","[10802131.0, 9930227.0, 9106396.0, 8225711.0]",15808547900800.0,112413630335.0,115684995200.0,0.0073178761215725386,26.94,2732.0,2026-02-03,2,1,Communication Services,하락(-9.25%) TIGER 미디어컨텐츠,"[61150.0, 60130.0, 59325.0]","[56574.0, 56170.0, 55856.0]","[55144.0, 55051.5, 54980.0]",1,"[73600, 69100, 72500]",73600.0
277810,KR,레인보우로보틱스,"[72.95, 70.07, 73.2]","[66177.1652, 68769.58, 73526.9469]","[40653.9817, 46277.1013, 51727.0704]","[40619505.0, 40215200.0, 40614058.0]","[39778950.0, 39467924.0, 39236198.0]","[38207441.0, 37992861.0, 37815182.0, 37632207.0]",14666292648000.0,305894878375.0,305654580000.0,0.020840616462244207,7560.0,100.0,2026-02-03,1,2,Industrials,상승(+25.25%) KODEX 산업재,"[564975.0, 550175.0, 538400.0]","[494240.0, 486940.0, 480380.0]","[348085.0, 345515.0, 343157.5]",0,"[756000, 712000, 728000]",756000.0
000250,KR,삼천당제약,"[88.15, 81.78, 86.06]","[57167.9298, 59731.3695, 66244.2483]","[35522.7569, 40364.4794, 45540.4332]","[37075652.0, 36683652.0, 37036703.0]","[36139403.0, 35584259.0, 35030861.0]","[33564126.0, 33233390.0, 32930660.0, 32598352.0]",12409002688000.0,184451663300.0,207368000000.0,0.016711093164685435,0.0,-486.0,2026-02-03,2,1,Health Care,상승(+3.18%) TIGER 헬스케어,"[338750.0, 324650.0, 314125.0]","[270940.0, 264840.0, 259910.0]","[204998.0, 203085.0, 201599.0]",1,"[529000, 464000, 480500]",529000.0
039490,KR,키움증권,"[84.59, 71.91, 77.19]","[30110.0354, 31545.5365, 35342.0626]","[18411.1383, 21038.0179, 23898.8269]","[8497213.0, 8309246.0, 8487113.0]","[7929260.0, 7748287.0, 7599387.0]","[7350224.0, 7272431.0, 7194254.0, 7113445.0]",12305778030000.0,58463658675.0,85524985000.0,0.006949985997756535,12.47,36496.0,2026-02-03,1,2,Financials,상승(+9.76%) TIGER 200 금융,"[352250.0, 345450.0, 339550.0]","[311910.0, 308340.0, 305410.0]","[238518.0, 236792.5, 235256.5]",1,"[455000, 417000, 443500]",455000.0
259960,KR,크래프톤,"[56.27, 51.9, 49.02]","[3046.8779, 2775.4337, 2251.9327]","[-256.3515, 350.0055, 730.391]","[1018381.0, 1163569.0, 1283123.0]","[1287164.0, 1270671.0, 1248787.0]","[1034390.0, 1035564.0, 1025354.0, 1012833.0]",11637640510500.0,34239832950.0,35643654000.0,0.0030627904314315863,9.4,26126.0,2026-02-03,0,1,Communication Services,하락(-9.25%) TIGER 미디어컨텐츠,"[242075.0, 242200.0, 242050.0]","[245960.0, 246110.0, 246280.0]","[312440.0, 312985.0, 313572.5]",0,"[245500, 249000, 254000]",245500.0
